CollectionYear,Semester,Region,Year Level,Indigenous status,SDA type,Reason description,SDA count
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,2
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,3
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Exclusion,Property Misconduct involving other's property,2
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,6
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,3
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Absences,4
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,27
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,23
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,18
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,9
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,8
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,5
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,52
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Property Misconduct involving other's property,8
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Property Misconduct involving own property,3
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Refusal to participate in the program of instruction,25
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,6
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,2
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Substance Misconduct involving tobacco,3
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,76
2021,Semester 1,Far North Queensland,Year 9,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,10
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Exclusion,Physical Misconduct involving Students involving an object,1
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,2
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,6
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Students,1
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,27
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,14
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,12
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,36
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,6
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Property Misconduct involving own property,9
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,7
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,11
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,8
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,3
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,47
2021,Semester 1,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,6
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,4
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,5
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Exclusion,Property Misconduct involving other's property,1
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,7
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Long Suspension,Property Misconduct involving other's property,1
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,3
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,4
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Absences,3
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,22
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,12
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,3
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,4
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,37
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Property Misconduct involving other's property,7
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Property Misconduct involving own property,13
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Refusal to participate in the program of instruction,19
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,3
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Substance Misconduct involving tobacco,12
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,51
2021,Semester 1,Far North Queensland,Year 10,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,9
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,2
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Exclusion,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Exclusion,Substance Misconduct involving an illicit substance,2
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Property Misconduct involving other's property,1
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,2
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Students,2
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Absences,3
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,16
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,10
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,13
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,32
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,8
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Property Misconduct involving own property,4
2021,Semester 1,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,10
